TAIP (ms),Respiratory Rate (breaths/min),I:E Ratio,Target Peak Pressure (cm H2O),Observed Peak Pressure (cm H2O),PEEP (cm H2O),Lung Compliance (mL / cm H2O),Airway Resistance (cm H2O / (L/s) ),Tidal Volume (mL),Flow (L/min)
2000,30,2,20,2.85002305563933,5,25,20,28.1776249646207,6.68131930919702
2000,12,2,20,7.70978116258428,5,50,20,140.247406778064,15.2069587991083
2000,20,2,20,4.99374961819715,5,50,20,93.9844877071126,11.2552254734473
2000,30,2,20,3.09692545777645,5,50,20,43.5464325341649,8.00603971000651
2000,12,2,20,9.21836729799695,5,100,20,340.67140780369,19.9260811544679
2000,20,2,20,5.41523208528359,5,100,20,140.294539829591,13.5033995202183
2000,30,2,20,3.23777733342651,5,100,20,58.1681059757901,8.98170577668358
2000,12,2,20,9.8617666347922,5,200,20,494.874946803492,23.6859920556219
2000,20,2,20,5.61045039184734,5,200,20,179.184868677938,15.0360012696054
2000,30,2,20,3.30500417771331,5,200,20,68.8935844984501,9.59340936126391
2000,12,2,20,10.6152339497349,5,10,1,105.240017526726,7.38822008339093
